Date,Hang Seng CEI,HSCEI_return,Euro Stoxx 50,STOXX50E_return,Crude Oil WTI,WTICL_return
2013-10-30,10640.89,0.02409206,3040.69,-0.003261611,96.77,-0.014562118
2013-10-31,10627.02,-0.001303462,3067.95,0.00896507,96.38,-0.004030175
2013-11-01,10678.69,0.004862134,3052.14,-0.005153278,94.61,-0.018364806
2013-11-04,10686.06,0.00069016,3061.18,0.002961856,94.62,0.000105697
2013-11-05,10637.15,-0.004576991,3035.92,-0.00825172,93.37,-0.013210738
2013-11-06,10561.57,-0.007105287,3056.4,0.006745896,94.8,0.015315412
2013-11-07,10474.33,-0.008260136,3042.98,-0.004390787,94.2,-0.006329114
2013-11-08,10390.73,-0.007981417,3034.91,-0.002652006,94.6,0.004246285
2013-11-11,10582.9,0.01849437,3052.83,0.005904623,95.14,0.005708245
2013-11-12,10561.61,-0.002011736,3034.68,-0.005945303,93.04,-0.022072735
2013-11-13,10276.61,-0.026984522,3021.17,-0.00445187,93.88,0.009028375
2013-11-14,10391.13,0.011143753,3053.69,0.010764042,93.76,-0.001278228
2013-11-15,10702.7,0.029984227,3054.53,0.000275077,93.84,0.000853242
2013-11-18,11307.33,0.056493221,3081.3,0.008764032,93.03,-0.008631714
2013-11-19,11365.45,0.005140029,3049.17,-0.010427417,93.34,0.003332258
2013-11-20,11437.44,0.006334109,3047.32,-0.000606722,93.33,-0.000107135
2013-11-21,11333.14,-0.009119174,3044.34,-0.000977908,95.44,0.02260795
2013-11-22,11448.74,0.010200174,3055.98,0.003823489,94.84,-0.006286672
2013-11-25,11387.21,-0.005374391,3072.75,0.005487601,94.09,-0.007908056
2013-11-26,11302.03,-0.007480322,3062.62,-0.003296721,93.68,-0.00435753
2013-11-27,11401.96,0.008841774,3082.65,0.006540152,92.3,-0.014730999
2013-11-28,11385.29,-0.001462029,3092.42,0.003169351,92.28,-0.000216685
2013-11-29,11441.27,0.004916871,3086.64,-0.001869086,92.72,0.004768097
2013-12-02,11548.07,0.009334628,3077.23,-0.003048622,93.82,0.011863676
2013-12-03,11448.35,-0.008635209,3013.88,-0.020586696,96.04,0.023662332
2013-12-04,11368.78,-0.006950347,2991.76,-0.007339376,97.2,0.012078301
2013-12-05,11395.74,0.002371407,2953.17,-0.012898762,97.38,0.001851852
2013-12-06,11376.17,-0.001717308,2979.94,0.009064835,97.65,0.002772643
2013-12-09,11432.92,0.004988498,2988.67,0.002929589,97.34,-0.003174603
2013-12-10,11382.16,-0.004439811,2960.86,-0.009305142,98.51,0.012019725
2013-12-11,11073.93,-0.027080097,2947.31,-0.004576373,97.44,-0.010861841
2013-12-12,10962.18,-0.010091268,2928.12,-0.006511022,97.5,0.000615764
2013-12-13,11025.82,0.005805415,2921.92,-0.0021174,96.6,-0.009230769
2013-12-16,10932.27,-0.00848463,2978.77,0.019456385,97.48,0.009109731
2013-12-17,10894.29,-0.003474118,2941.76,-0.012424591,97.22,-0.002667214
2013-12-18,10961.54,0.006172958,2975.09,0.011329952,97.8,0.005965851
2013-12-19,10777.91,-0.016752208,3031.05,0.018809515,98.77,0.0099182
2013-12-20,10628.5,-0.013862613,3049.35,0.006037512,99.32,0.005568492
2013-12-23,10647.35,0.001773533,3070.91,0.007070359,98.91,-0.004128071
2013-12-24,10834.43,0.017570569,3072.88,0.000641504,99.22,0.003134162
2013-12-27,10830.1,-0.000399652,3111.37,0.012525709,100.32,0.007734807
2013-12-30,10770.69,-0.005485637,3100.93,-0.003355435,99.29,-0.010267145
2013-12-31,10816.14,0.004219785,3109,0.002602445,98.42,-0.008762212
2014-01-02,10709.34,-0.009874133,3059.93,-0.01578321,95.44,-0.033029382
2014-01-03,10436.76,-0.025452549,3074.43,0.00473867,93.96,-0.015507125
2014-01-06,10290.55,-0.014009137,3069.16,-0.001714139,93.43,-0.005640698
2014-01-07,10236.12,-0.005289319,3110.96,0.013619362,93.67,0.002568768
2014-01-08,10329.82,0.009153859,3110.66,-9.64E-05,92.33,-0.014305541
2014-01-09,10152.82,-0.017134858,3090.26,-0.006558094,91.66,-0.00725658
2014-01-10,10164.68,0.001168148,3104.15,0.004494767,92.72,0.011564477
2014-01-13,10182.46,0.001749194,3111.94,0.002509544,91.8,-0.009922347
2014-01-14,10149.22,-0.003264437,3119.53,0.002438993,92.59,0.008605664
2014-01-15,10201.79,0.005179708,3168.76,0.015781223,94.17,0.017064478
2014-01-16,10187.52,-0.001398774,3150.2,-0.005857181,93.96,-0.00223001
2014-01-17,10167.28,-0.001986745,3154.1,0.001238017,94.37,0.004363559
2014-01-20,10040.16,-0.012502852,3153.17,-0.000294854,93.93,-0.004662499
2014-01-21,10218.41,0.017753701,3153.08,-2.85E-05,94.99,0.011284999
2014-01-22,10326.73,0.010600475,3151.27,-0.000574042,96.73,0.018317718
2014-01-23,10109.49,-0.021036669,3117.08,-0.010849594,97.32,0.006099452
2014-01-24,10014.02,-0.009443602,3028.2,-0.028513866,96.64,-0.006987259
2014-01-27,9792.58,-0.022112998,3014.62,-0.004484512,95.72,-0.009519868
2014-01-28,9763.97,-0.0029216,3038.6,0.007954568,97.41,0.017655662
2014-01-29,9898.02,0.013729047,3011.45,-0.008935036,97.36,-0.000513294
2014-01-30,9818.36,-0.008048074,3027.3,0.005263245,98.23,0.008935908
2014-02-04,9509.65,-0.031442115,2962.49,-0.000495958,97.19,0.007881365
2014-02-05,9470.62,-0.004104252,2962.51,6.75E-06,97.38,0.001954934
2014-02-06,9537.71,0.007084014,3010.79,0.016296991,97.84,0.004723763
2014-02-07,9645.39,0.011289922,3038.49,0.009200243,99.88,0.020850368
2014-02-10,9613.77,-0.00327825,3032.53,-0.001961501,100.06,0.001802163
2014-02-11,9856.85,0.025284566,3077.08,0.014690704,99.94,-0.00119928
2014-02-12,9996.76,0.01419419,3094.89,0.005787955,100.37,0.004302582
2014-02-13,9872.71,-0.012409021,3097.95,0.000988727,100.35,-0.000199263
2014-02-14,9933.73,0.006180674,3119.06,0.006814184,100.3,-0.000498256
2014-02-17,10101.21,0.016859729,3118.91,-4.81E-05,100.58,0.002791625
2014-02-18,10057.83,-0.004294535,3117.44,-0.000471319,102.43,0.018393319
2014-02-19,10057.52,-3.08E-05,3120.8,0.001077807,103.31,0.008591233
2014-02-20,9978.06,-0.007900556,3121.59,0.00025314,102.92,-0.003775046
2014-02-21,9936.25,-0.004190193,3131.67,0.003229124,102.2,-0.006995725
2014-02-24,9797.86,-0.01392779,3157.31,0.008187325,102.82,0.006066536
2014-02-25,9740.56,-0.005848216,3157.48,5.38E-05,101.83,-0.009628477
2014-02-26,9806.03,0.006721379,3148.19,-0.00294222,102.59,0.007463419
2014-02-27,9957.77,0.015474152,3134.94,-0.004208768,102.4,-0.001852032
2014-02-28,9891.42,-0.006663138,3149.23,0.004558301,102.59,0.001855469
2014-03-03,9751.65,-0.014130428,3053.99,-0.030242313,104.92,0.022711765
2014-03-04,9776.77,0.002575974,3136.33,0.02696145,103.33,-0.015154403
2014-03-05,9661.99,-0.011740074,3135.97,-0.000114784,101.45,-0.018194135
2014-03-06,9672.98,0.001137447,3144.53,0.002729618,101.56,0.001084278
2014-03-07,9709.49,0.003774431,3095.31,-0.015652578,102.58,0.010043324
2014-03-10,9536.85,-0.017780543,3092.79,-0.000814135,101.12,-0.014232794
2014-03-11,9520.26,-0.001739568,3092.55,-7.76E-05,100.03,-0.010779272
2014-03-12,9364.52,-0.016358797,3065.46,-0.008759761,97.99,-0.020393882
2014-03-13,9322.93,-0.004441231,3019.54,-0.014979807,98.2,0.002143076
2014-03-14,9298.64,-0.002605404,3004.64,-0.004934526,98.89,0.007026477
2014-03-17,9333.03,0.00369839,3049.19,0.014827067,98.08,-0.008190919
2014-03-18,9342.28,0.000991104,3073.75,0.008054598,99.7,0.016517129
2014-03-19,9360.7,0.001971681,3076.36,0.000849126,100.37,0.00672016
2014-03-20,9203.07,-0.016839553,3088.9,0.004076246,99.43,-0.009365348
2014-03-21,9427.33,0.024367955,3096.49,0.002457185,99.46,0.00030172
2014-03-24,9694.96,0.028388738,3052.91,-0.014074,99.6,0.001407601
2014-03-25,9690.86,-0.0004229,3096.64,0.014324038,99.19,-0.004116466
2014-03-26,9849.63,0.016383479,3130.17,0.010827865,100.26,0.010787378
2014-03-27,9873.53,0.002426487,3133.75,0.001143708,101.28,0.010173549
2014-03-28,10001.82,0.012993327,3172.43,0.012343039,101.67,0.003850711
2014-03-31,10075.1,0.007326667,3161.6,-0.003413787,101.58,-0.000885217
2014-04-01,10098.28,0.002300722,3186.34,0.007825152,99.74,-0.018113802
2014-04-02,10022.83,-0.007471569,3187.45,0.000348362,99.62,-0.001203128
2014-04-03,10093.8,0.007080834,3206.76,0.006058134,100.29,0.006725557
2014-04-04,10110.01,0.001605936,3230.33,0.007350098,101.14,0.008475421
2014-04-07,10156.89,0.004636988,3185.97,-0.013732343,100.44,-0.006921099
2014-04-08,10321.82,0.016238238,3177.66,-0.002608311,102.56,0.021107129
2014-04-09,10380.74,0.005708296,3182.79,0.001614395,103.6,0.010140406
2014-04-10,10421.31,0.003908199,3152.86,-0.009403699,103.4,-0.001930502
2014-04-11,10228.42,-0.018509189,3116.54,-0.0115197,103.74,0.003288201
2014-04-14,10244.02,0.001525162,3131.57,0.004822656,104.05,0.00298824
2014-04-15,10028.74,-0.021015187,3091.52,-0.012789112,103.75,-0.002883229
2014-04-16,10035.96,0.000719931,3139.26,0.015442242,103.76,9.64E-05
2014-04-17,10080.23,0.004411138,3155.81,0.005271943,104.3,0.005204318
2014-04-22,10030.72,-0.004911594,3199.69,0.013904513,102.13,-0.021462106
2014-04-23,9905.63,-0.01247069,3175.97,-0.007413218,101.44,-0.006756095
2014-04-24,9940.63,0.003533344,3189.81,0.004357724,101.94,0.004929022
2014-04-25,9798.7,-0.014277767,3147.4,-0.013295463,100.6,-0.013144987
2014-04-28,9770.1,-0.002918755,3165.84,0.005858804,100.84,0.002385686
2014-04-29,9882.94,0.011549524,3208.68,0.013531954,101.28,0.004363348
2014-04-30,9779.72,-0.010444261,3198.39,-0.003206926,99.74,-0.015205371
2014-05-02,9802.46,0.00232522,3177.89,-0.006493344,99.76,0.003419835
2014-05-05,9743.29,-0.00603624,3171.29,-0.00207685,99.48,-0.002806736
2014-05-07,9655.56,-0.009004145,3159.67,0.003136717,100.77,0.012763819
2014-05-08,9734.97,0.008224277,3204.3,0.014124893,100.26,-0.00506103
2014-05-09,9684.58,-0.005176184,3184.09,-0.00630715,99.99,-0.002692998
2014-05-12,9827.85,0.01479362,3206.97,0.007185727,100.59,0.0060006
2014-05-13,9855.8,0.002843959,3211.78,0.001499858,101.7,0.011034894
2014-05-14,9991.61,0.013779703,3210.42,-0.000423441,102.37,0.006588004
2014-05-15,9971.24,-0.00203871,3163.22,-0.014702126,101.5,-0.008498584
2014-05-16,9955.35,-0.001593583,3172.72,0.003003269,102.02,0.005123153
2014-05-19,9915.29,-0.004023967,3169.9,-0.000888827,102.61,0.00578318
2014-05-20,9884.22,-0.003133544,3163.93,-0.00188334,102.44,-0.001656759
2014-05-21,9995.39,0.01124722,3187.08,0.00731685,104.07,0.015911753
2014-05-22,10109.57,0.011423266,3187.63,0.000172572,103.74,-0.003170943
2014-05-23,10121.06,0.001136547,3203.28,0.004909604,104.35,0.005880085
2014-05-26,10126.48,0.000535517,3240.39,0.011585,104.28,-0.000670819
2014-05-27,10082.85,-0.004308506,3244.28,0.001200473,104.11,-0.001630226
2014-05-28,10198.02,0.011422366,3246.24,0.00060414,102.72,-0.013351263
2014-05-29,10185.21,-0.001256126,3244.66,-0.000486717,103.58,0.008372274
2014-05-30,10249.69,0.006330748,3244.6,-1.85E-05,102.71,-0.008399305
2014-06-03,10368.12,0.011554496,3241.04,-0.002081409,102.66,0.001854201
2014-06-04,10317.82,-0.00485141,3237.93,-0.000959569,102.64,-0.000194818
2014-06-05,10364.58,0.004531965,3267.05,0.0089934,102.48,-0.001558846
2014-06-06,10340.99,-0.002276021,3294.28,0.008334736,102.66,0.00175644
2014-06-09,10406.79,0.006363027,3305.26,0.00333305,104.41,0.017046561
2014-06-10,10518.8,0.010763165,3313.8,0.00258376,104.35,-0.000574658
2014-06-11,10508.4,-0.000988706,3289.09,-0.007456696,104.4,0.000479157
2014-06-12,10431.66,-0.007302729,3284.28,-0.001462411,106.53,0.020402299
2014-06-13,10516.98,0.008178948,3282.84,-0.000438452,106.91,0.00356707
2014-06-16,10522.13,0.000489684,3261.42,-0.006524838,106.9,-9.35E-05
2014-06-17,10466.65,-0.005272697,3275.33,0.004265013,106.36,-0.00505145
2014-06-18,10444.41,-0.002124844,3279.2,0.00118156,105.97,-0.003666792
2014-06-19,10354.06,-0.00865056,3314.8,0.010856306,106.43,0.004340851
2014-06-20,10395.45,0.003997466,3302.36,-0.003752866,107.26,0.007798553
2014-06-23,10198.1,-0.018984267,3282.58,-0.005989656,106.17,-0.010162223
2014-06-24,10250.16,0.005104872,3284.81,0.000679344,106.03,-0.00131864
2014-06-25,10180.05,-0.006839893,3252.31,-0.009894027,106.5,0.004432708
2014-06-26,10337.02,0.015419374,3233.19,-0.005878898,105.84,-0.006197183
2014-06-27,10307.51,-0.002854788,3227.85,-0.00165162,105.74,-0.000944822
2014-06-30,10335.03,0.002669898,3228.24,0.000120823,105.37,-0.003499149
2014-07-02,10448.17,0.010947235,3252.25,-0.00198238,104.48,-0.00816404
2014-07-03,10454.27,0.000583834,3289.75,0.011530479,104.06,-0.004019908
2014-07-04,10489.56,0.003375654,3270.47,-0.005860628,103.76,-0.002882952
2014-07-07,10487.34,-0.000211639,3230.92,-0.012093063,103.53,-0.002216654
2014-07-08,10504.98,0.001682028,3184.38,-0.014404566,103.4,-0.001255675
2014-07-09,10341,-0.015609739,3203.1,0.005878695,102.29,-0.01073501
2014-07-10,10368.13,0.002623537,3150.59,-0.016393494,102.93,0.006256721
2014-07-11,10379.61,0.001107239,3157.05,0.00205041,100.83,-0.020402215
2014-07-14,10457.77,0.007530148,3185.86,0.009125608,100.91,0.000793415
2014-07-15,10489.15,0.00300064,3153.75,-0.010078911,99.96,-0.00941433
2014-07-16,10475.38,-0.001312785,3202.94,0.015597305,101.2,0.012404962
2014-07-17,10467.06,-0.000794243,3157.82,-0.014087058,103.19,0.019664032
2014-07-18,10441.23,-0.002467742,3164.21,0.002023548,103.13,-0.000581452
2014-07-21,10355.73,-0.00818869,3137.06,-0.008580341,104.59,0.014156889
2014-07-22,10605.22,0.024091976,3189.22,0.016627033,104.42,-0.001625394
2014-07-23,10820.71,0.020319239,3193.13,0.001226005,103.12,-0.012449722
2014-07-24,10939.57,0.010984492,3220.07,0.008436863,102.07,-0.010182312
2014-07-25,10993.24,0.004906043,3174.99,-0.013999696,102.09,0.000195944
2014-07-28,11072.62,0.007220801,3171.55,-0.001083468,101.67,-0.004114017
2014-07-29,11122.22,0.004479518,3190.54,0.005987609,100.97,-0.00688502
2014-07-30,11119.32,-0.000260739,3169.23,-0.00667912,100.27,-0.006932752
2014-07-31,11130.2,0.000978477,3115.51,-0.01695049,98.17,-0.020943453
2014-08-01,10982.65,-0.013256725,3072.57,-0.013782655,97.88,-0.002954059
2014-08-04,11088.96,0.009679813,3070.46,-0.000686722,98.29,0.004188803
2014-08-05,11009.84,-0.007135024,3072.2,0.00056669,97.38,-0.009258317
2014-08-06,10979.93,-0.002716661,3050.37,-0.007105657,96.92,-0.004723763
2014-08-07,10876.61,-0.009409896,3012.88,-0.012290312,97.34,0.004333471
2014-08-08,10832.66,-0.004040781,3006.83,-0.002008045,97.65,0.003184713
2014-08-11,11037.88,0.018944562,3047.56,0.013545827,98.08,0.004403482
2014-08-12,11064.35,0.002398105,3023.77,-0.007806245,97.37,-0.007238989
2014-08-13,11193.89,0.011707873,3056.17,0.010715101,97.59,0.002259423
2014-08-14,11075.11,-0.010611146,3058.16,0.000651142,95.58,-0.020596373
2014-08-15,11103.92,0.002601329,3033.52,-0.008057132,97.35,0.018518519
2014-08-18,11065.21,-0.003486156,3073.45,0.013162926,96.41,-0.009655881
2014-08-19,11094.59,0.002655169,3091.11,0.005745986,94.48,-0.02001867
2014-08-20,11055.98,-0.003480075,3083.5,-0.002461899,96.07,0.016828959
2014-08-21,10942.37,-0.010275887,3124.56,0.013316037,93.96,-0.021963152
2014-08-22,11058.69,0.010630238,3098.5,-0.008340374,93.65,-0.003299276
2014-08-25,11115.79,0.00516336,3165.47,0.021613684,93.35,-0.003203417
2014-08-26,11124.33,0.000768276,3197.54,0.010131197,93.86,0.00546331
2014-08-27,11074.31,-0.004496451,3194.45,-0.000966368,93.88,0.000213083
2014-08-28,10931.6,-0.012886582,3164.44,-0.009394418,94.55,0.00713677
2014-08-29,10963.59,0.002926379,3172.63,0.002588136,95.96,0.014912745
2014-09-01,10958.81,-0.000435989,3175.05,0.000762774,95.83,-0.001354731
2014-09-02,10966.16,0.000670693,3180.29,0.001650368,92.88,-0.030783679
2014-09-03,11312.54,0.031586262,3218.84,0.012121536,95.54,0.028639104
2014-09-04,11386.38,0.00652727,3277.25,0.018146289,94.45,-0.011408834
2014-09-05,11368.34,-0.001584349,3275.25,-0.000610268,93.29,-0.01228163
2014-09-08,11408.67,0.003547572,3267.54,-0.002354019,92.66,-0.006753135
2014-09-10,11117.89,-0.025487634,3244.16,-0.000391319,91.67,-0.011644205
2014-09-11,11032.91,-0.007643537,3237.76,-0.001972776,92.83,0.012654085
2014-09-12,11014.69,-0.001651423,3235.07,-0.000830821,92.27,-0.006032533
2014-09-15,10834.73,-0.016338181,3231.7,-0.001041709,92.92,0.007044543
2014-09-16,10718.01,-0.010772765,3221.73,-0.003085064,94.88,0.021093414
2014-09-17,10893.01,0.016327658,3237.44,0.004876262,94.42,-0.004848229
2014-09-18,10799.43,-0.00859083,3271.37,0.010480503,93.07,-0.014297818
2014-09-19,10783.33,-0.001490819,3273.25,0.000574683,92.41,-0.007091437
2014-09-22,10597.3,-0.017251628,3257.48,-0.004817842,91.52,-0.009630992
2014-09-23,10568.8,-0.002689364,3205.93,-0.015825116,91.56,0.000437063
2014-09-24,10716.76,0.013999697,3244.01,0.011877989,92.8,0.013543032
2014-09-25,10640.09,-0.007154215,3202.31,-0.012854461,92.53,-0.002909483
2014-09-26,10584.29,-0.005244317,3219.58,0.005392982,93.54,0.010915379
2014-09-29,10439.03,-0.013724114,3186.95,-0.010134862,94.57,0.011011332
2014-09-30,10310.4,-0.012322026,3225.93,0.01223113,91.16,-0.036057946
2014-10-03,10348.53,0.003698208,3133.37,0.008675582,89.74,-0.01395451
2014-10-06,10409.72,0.005912917,3138.67,0.00169147,90.34,0.006685982
2014-10-07,10469.21,0.005714851,3082.1,-0.018023558,88.85,-0.016493248
2014-10-08,10395.43,-0.007047332,3053.31,-0.009341034,87.31,-0.017332583
2014-10-09,10483.5,0.008471992,3042.45,-0.003556796,85.77,-0.0176383
2014-10-10,10301.46,-0.01736443,2991.5,-0.016746372,85.82,0.000582954
2014-10-13,10284.9,-0.001607539,2998.32,0.002279793,85.74,-0.000932184
2014-10-14,10254.79,-0.002927593,3000.99,0.000890499,81.84,-0.045486354
2014-10-15,10284.88,0.002934239,2892.55,-0.036134742,81.78,-0.000733138
2014-10-16,10185.55,-0.009657867,2874.65,-0.006188311,82.7,0.011249694
2014-10-17,10234.02,0.004758702,2962.24,0.030469796,82.75,0.000604595
2014-10-20,10295.52,0.006009369,2927.3,-0.011795128,82.71,-0.000483384
2014-10-21,10275.98,-0.001897913,2991.46,0.021917808,82.81,0.001209044
2014-10-22,10426.89,0.014685704,3008.53,0.005706244,80.52,-0.027653665
2014-10-23,10438.86,0.001147993,3044.3,0.011889527,82.09,0.019498261
2014-10-24,10391.64,-0.004523482,3030.37,-0.004575765,81.01,-0.013156292
2014-10-27,10311.58,-0.00770427,2998.84,-0.01040467,81,-0.000123442
2014-10-28,10548.83,0.023008113,3036.15,0.012441477,81.42,0.005185185
2014-10-29,10724.15,0.016619853,3022.42,-0.004522174,82.2,0.009579956
2014-10-30,10628.88,-0.008883688,3035.9,0.004460002,81.12,-0.013138686
2014-10-31,10755.8,0.011941051,3113.32,0.025501499,80.54,-0.007149901
2014-11-03,10660.24,-0.008884509,3082.32,-0.009957216,78.78,-0.021852496
2014-11-04,10727.78,0.006335692,3034.24,-0.01559864,77.19,-0.020182788
2014-11-05,10622,-0.009860381,3091.54,0.018884465,78.68,0.019303019
2014-11-06,10568.69,-0.005018829,3102.07,0.003406069,77.91,-0.009786477
2014-11-07,10539.33,-0.002778017,3064.92,-0.011975874,78.65,0.009498139
2014-11-10,10615.82,0.007257577,3094.6,0.009683776,77.4,-0.015893198
2014-11-11,10652.06,0.003413773,3104.59,0.003228204,77.94,0.006976744
2014-11-12,10729.76,0.007294364,3047.3,-0.018453322,77.18,-0.009751091
2014-11-13,10800.91,0.00663109,3056.8,0.003117514,74.21,-0.038481472
2014-11-14,10761.51,-0.003647841,3059.99,0.001043575,75.82,0.021695189
2014-11-17,10554.3,-0.019254733,3084.79,0.008104602,75.64,-0.002374044
2014-11-18,10426.11,-0.01214576,3120.42,0.011550219,74.61,-0.013617134
2014-11-19,10380.56,-0.004368839,3123.12,0.000865268,74.58,-0.000402091
2014-11-20,10379.43,-0.000108857,3102.21,-0.006695228,75.58,0.01340842
2014-11-21,10447.18,0.006527333,3194.22,0.029659501,76.51,0.012304843
2014-11-24,10842.83,0.037871464,3211.7,0.005472384,75.78,-0.009541236
2014-11-25,10782.91,-0.005526233,3226.15,0.004499175,74.09,-0.022301399
2014-11-26,11051.35,0.02489495,3226.08,-2.17E-05,73.69,-0.005398839
2014-11-27,11013.87,-0.003391441,3244.92,0.005839905,68.55,-0.069751662
2014-11-28,11145.39,0.011941307,3250.93,0.001852126,66.15,-0.035010941
2014-12-01,10818.2,-0.029356532,3232.91,-0.005543029,69,0.0430839
2014-12-02,11125.79,0.028432641,3238.35,0.001682695,66.88,-0.030724638
2014-12-03,11060.21,-0.005894413,3247.72,0.002893449,67.38,0.007476077
2014-12-04,11481.03,0.038048102,3191.25,-0.017387583,66.81,-0.008459484
2014-12-05,11600.48,0.010404119,3277.38,0.026989424,65.84,-0.014518785
2014-12-08,11873.41,0.023527475,3247.99,-0.008967529,63.05,-0.042375456
2014-12-09,11332.92,-0.045521042,3162.77,-0.026237766,63.82,0.01221253
2014-12-10,11372.45,0.003488068,3150.95,-0.00373723,60.94,-0.045126919
2014-12-11,11255.43,-0.010289779,3159.11,0.002589695,59.95,-0.016245487
2014-12-12,11236.39,-0.001691628,3067.32,-0.029055652,57.81,-0.035696414
2014-12-15,11212.65,-0.002112778,2982.9,-0.027522397,55.91,-0.032866286
2014-12-16,11136.9,-0.006755762,3049.99,0.022491535,55.93,0.000357718
2014-12-17,11269.43,0.01190008,3051.99,0.00065574,56.47,0.009654926
2014-12-18,11330.73,0.005439494,3153.77,0.033348733,54.11,-0.041792102
2014-12-19,11400.19,0.006130232,3141.28,-0.00396034,56.52,0.044538902
2014-12-22,11744.02,0.030160024,3154.91,0.004338996,55.26,-0.022292994
2014-12-23,11677.74,-0.005643723,3192.47,0.011905252,57.12,0.033659066
2014-12-24,11558.02,-0.010251984,3184.66,-0.002446382,55.84,-0.022408964
2014-12-29,12019.75,0.039948884,3185.17,0.000160143,53.61,-0.020464096
2014-12-30,11844.1,-0.014613449,3135.95,-0.015452864,54.12,0.009513151
2014-12-31,11984.69,0.011870045,3146.43,0.00334189,53.27,-0.015705839
2015-01-02,12245.35,0.021749415,3139.44,-0.002221565,52.69,-0.034274194
2015-01-05,12206.71,-0.003155484,3023.14,-0.037044823,50.04,-0.050294173
2015-01-06,11990.79,-0.017688632,3007.91,-0.005037808,47.93,-0.042166267
2015-01-07,11991.02,1.92E-05,3026.79,0.006276784,48.65,0.015021907
2015-01-08,12023.75,0.002729543,3135.08,0.035777176,48.79,0.002877698
2015-01-09,12081.24,0.00478137,3042.9,-0.029402758,48.36,-0.008813281
2015-01-12,12016.66,-0.005345478,3084.18,0.013566006,46.07,-0.047353184
2015-01-13,12063.02,0.003857977,3133.86,0.016108009,45.89,-0.003907098
2015-01-14,12008.37,-0.004530375,3089.67,-0.014100821,48.48,0.056439311
2015-01-15,12190.52,0.015168587,3157.36,0.021908489,46.25,-0.04599835
2015-01-16,12076.74,-0.009333482,3202.24,0.014214407,48.69,0.052756757
2015-01-19,11475.85,-0.049755977,3220.9,0.005827171,47.78,-0.021903787
2015-01-20,11741.78,0.023173011,3244.92,0.007457543,46.39,-0.02909167
2015-01-21,12021.32,0.023807293,3269.73,0.007645797,47.78,0.029963354
2015-01-22,12047.27,0.002158665,3322.65,0.016184823,46.31,-0.030766011
2015-01-23,12260.06,0.017662923,3382.55,0.018027779,45.59,-0.015547398
2015-01-26,12228.16,-0.002601945,3414.28,0.009380497,45.15,-0.009651239
2015-01-27,12030.38,-0.016174142,3372.58,-0.01221341,46.23,0.023920266
2015-01-28,11963.64,-0.005547622,3358.96,-0.004038451,44.45,-0.038503136
2015-01-29,11736.09,-0.019020131,3371.83,0.003831543,44.53,0.001799775
2015-01-30,11720.1,-0.001362464,3351.44,-0.006047161,48.24,0.083314619
2015-02-02,11578.3,-0.012098873,3370.11,0.00557074,49.57,0.027570481
2015-02-03,11768.58,0.016434192,3414.18,0.013076724,53.05,0.070203752
2015-02-04,11767.49,-9.26E-05,3415.53,0.00039541,48.45,-0.08671065
2015-02-05,11789.19,0.001844064,3408.96,-0.001923567,50.48,0.041898865
2015-02-06,11697.32,-0.007792732,3398.16,-0.003168122,51.69,0.023969889
2015-02-09,11647.42,-0.004265934,3347.75,-0.014834499,52.86,0.022634939
2015-02-10,11695.26,0.004107347,3383.13,0.010568292,50.02,-0.053726826
2015-02-11,11651.01,-0.003783584,3374.14,-0.002657303,48.84,-0.023590564
2015-02-12,11783.61,0.011380988,3417.61,0.012883283,51.21,0.048525799
2015-02-13,11922.56,0.011791802,3447.59,0.008772212,52.78,0.030658075
2015-02-16,11934.57,0.001007334,3433.3,-0.004144924,53.61,-0.008324084
2015-02-17,11998.51,0.005357545,3438.44,0.001497102,53.53,-0.001492259
2015-02-18,12066.1,0.005633199,3465.8,0.007957097,52.14,-0.025966748
2015-02-23,12041.49,-0.002039599,3519.58,0.008322518,49.45,-0.017679778
2015-02-24,12046.2,0.000391148,3547.1,0.007819115,49.28,-0.003437816
2015-02-25,12064.8,0.001544055,3541.78,-0.001499817,50.99,0.034699675
2015-02-26,12227.75,0.013506233,3574.94,0.009362524,48.17,-0.055304962
2015-02-27,12185.85,-0.003426632,3599,0.006730183,49.76,0.033008096
2015-03-02,12213.75,0.002289541,3591.09,-0.002197833,49.59,-0.003416399
2015-03-03,11945.25,-0.02198342,3549.11,-0.011690044,50.52,0.018753781
2015-03-04,11738.67,-0.017293903,3583.44,0.009672848,51.53,0.019992082
2015-03-05,11597.77,-0.012003063,3618.21,0.009702967,50.76,-0.014942752
2015-03-06,11606.93,0.000789807,3617.62,-0.000163064,49.61,-0.022655634
2015-03-09,11675.92,0.005943863,3610.28,-0.002028958,50,0.007861318
2015-03-10,11507.63,-0.014413425,3567.25,-0.011918743,48.29,-0.0342
2015-03-11,11417.34,-0.007846099,3649.54,0.02306819,48.17,-0.002484987
2015-03-12,11565.8,0.013003029,3641.32,-0.002252339,47.05,-0.023250986
2015-03-13,11712.23,0.012660603,3656.21,0.004089176,44.84,-0.046971307
2015-03-16,11813.78,0.008670424,3706.75,0.013823057,43.88,-0.021409456
2015-03-17,11837.78,0.002031526,3672.16,-0.009331625,43.46,-0.009571559
2015-03-18,11981.97,0.012180493,3668.52,-0.000991242,44.66,0.027611597
2015-03-19,12122.2,0.011703418,3670.73,0.000602423,43.96,-0.015673981
2015-03-20,12156.4,0.00282127,3726.07,0.01507602,45.72,0.040036397
