Date,WTICL_sigma,HSCEI_sigma,STOXX50E_sigma,WTI-HSCEI,WTI-STOXX50E,HSCEI-STOXX50E
2014-12-24,0.033053668,0.014931784,0.013470879,-3.70E-05,3.83E-05,4.32E-05
2014-12-29,0.033651493,0.014938804,0.013007479,-3.30E-05,3.90E-05,4.21E-05
2014-12-30,0.034075305,0.016031743,0.012235207,-4.48E-05,3.77E-05,4.10E-05
2014-12-31,0.032970744,0.016242182,0.013966962,-4.43E-05,3.95E-05,5.03E-05
2015-01-02,0.033057894,0.016024938,0.013079633,-4.47E-05,3.71E-05,4.70E-05
2015-01-05,0.034584938,0.016241199,0.012620259,-5.59E-05,3.90E-05,4.51E-05
2015-01-06,0.037336881,0.015739029,0.018545434,-5.35E-05,9.97E-05,6.32E-05
2015-01-07,0.039307607,0.01616113,0.017950682,-4.39E-05,0.000104165,6.37E-05
2015-01-08,0.037994164,0.015475244,0.016646276,-3.93E-05,9.50E-05,5.68E-05
2015-01-09,0.036737473,0.014924716,0.015244584,-3.52E-05,8.36E-05,5.00E-05
2015-01-12,0.036155506,0.014491103,0.019102908,-3.29E-05,0.000105527,5.76E-05
2015-01-13,0.038596147,0.014224526,0.017622159,-2.88E-05,9.39E-05,5.14E-05
2015-01-14,0.037575603,0.013793661,0.016274594,-2.62E-05,8.39E-05,4.68E-05
2015-01-15,0.036316376,0.013518392,0.017319137,-2.70E-05,7.33E-05,4.97E-05
2015-01-16,0.038640193,0.013603708,0.015957227,-3.79E-05,5.73E-05,4.95E-05
2015-01-19,0.037339912,0.013632891,0.014791686,-4.20E-05,6.07E-05,4.42E-05
2015-01-20,0.037724416,0.016399851,0.013805862,-2.73E-05,5.60E-05,4.17E-05
2015-01-21,0.038648035,0.016654091,0.012901267,-3.61E-05,5.11E-05,4.14E-05
2015-01-22,0.037355598,0.016919721,0.012079511,-2.39E-05,4.96E-05,4.12E-05
2015-01-23,0.038425122,0.016259257,0.011265176,-2.32E-05,4.06E-05,3.71E-05
2015-01-26,0.038281505,0.016285892,0.010508568,-2.54E-05,3.40E-05,3.77E-05
2015-01-27,0.037700423,0.015748003,0.009885763,-2.27E-05,3.08E-05,3.40E-05
2015-01-28,0.036447878,0.016073967,0.011322371,-2.66E-05,2.96E-05,4.23E-05
2015-01-29,0.038165472,0.015725441,0.011295782,-2.26E-05,3.38E-05,4.17E-05
2015-01-30,0.036902349,0.016232903,0.010648845,-2.17E-05,3.17E-05,3.94E-05
2015-02-02,0.035660197,0.015624485,0.010993256,-2.00E-05,2.36E-05,3.93E-05
2015-02-03,0.034487028,0.015703642,0.010358938,-2.30E-05,2.42E-05,3.64E-05
2015-02-04,0.033344637,0.015712051,0.009719568,-4.97E-06,3.37E-05,3.64E-05
2015-02-05,0.0392784,0.015059515,0.009234949,-4.12E-06,3.59E-05,3.32E-05
2015-02-06,0.037956508,0.01449721,0.009072856,-2.12E-06,3.32E-05,3.15E-05
2015-02-09,0.036693764,0.014379124,0.009111778,-3.83E-06,3.16E-05,3.18E-05
2015-02-10,0.035481584,0.014053917,0.01110786,-4.22E-06,3.14E-05,3.84E-05
2015-02-11,0.038473654,0.013643209,0.010423899,-6.65E-06,2.39E-05,3.54E-05
2015-02-12,0.038941045,0.013331556,0.010269919,-4.45E-06,2.55E-05,3.43E-05
2015-02-13,0.037630268,0.013266555,0.009639625,4.01E-06,3.14E-05,3.35E-05
2015-02-16,0.036378097,0.013222714,0.009094694,9.41E-06,3.24E-05,3.26E-05
2015-02-17,0.035773902,0.012732012,0.009281744,9.35E-06,3.35E-05,3.21E-05
2015-02-18,0.034687275,0.012448481,0.008824347,9.28E-06,3.13E-05,2.99E-05
2015-02-23,0.035494042,0.012192334,0.008352134,7.69E-06,2.76E-05,2.82E-05
2015-02-24,0.035630609,0.011857746,0.007914242,8.58E-06,2.44E-05,2.56E-05
2015-02-25,0.0346931,0.011417726,0.007514133,8.53E-06,2.25E-05,2.33E-05
2015-02-26,0.033555353,0.011048979,0.007425933,9.06E-06,2.11E-05,2.23E-05
2015-02-27,0.036769322,0.01120431,0.007050148,-2.13E-06,1.37E-05,2.28E-05
2015-03-02,0.035550439,0.011007451,0.006723024,-3.13E-06,1.61E-05,2.09E-05
2015-03-03,0.034614507,0.010691546,0.006800028,-2.44E-06,1.65E-05,2.05E-05
2015-03-04,0.033485549,0.011710529,0.008491456,-8.72E-06,1.59E-05,3.19E-05
2015-03-05,0.032400233,0.012355804,0.008031879,-1.35E-05,1.77E-05,2.84E-05
2015-03-06,0.032451944,0.012624323,0.007607704,-1.01E-05,1.51E-05,2.54E-05
2015-03-09,0.033093192,0.012158301,0.007314807,-9.33E-06,1.53E-05,2.35E-05
2015-03-10,0.032027485,0.011931298,0.007321602,-7.40E-06,1.51E-05,2.30E-05
2015-03-11,0.033592404,0.012377643,0.008993881,1.26E-06,2.75E-05,3.18E-05
2015-03-12,0.032664454,0.012385803,0.0083883,2.10E-06,2.36E-05,2.57E-05
2015-03-13,0.033343195,0.012444128,0.008344734,-2.01E-06,2.51E-05,2.52E-05
2015-03-16,0.035880244,0.012484501,0.007941347,-1.13E-05,2.28E-05,2.46E-05
2015-03-17,0.036286393,0.012353498,0.007491219,-1.31E-05,1.76E-05,2.41E-05
2015-03-18,0.035779073,0.011953517,0.008677032,-1.19E-05,2.20E-05,2.65E-05
2015-03-19,0.034601209,0.01200125,0.008422362,-5.31E-06,2.08E-05,2.55E-05
2015-03-20,0.034621013,0.012025938,0.00804095,-7.39E-06,2.03E-05,2.44E-05
2015-03-23,0.033484178,0.011676623,0.00757325,-4.49E-06,2.67E-05,2.24E-05
2015-03-24,0.032392522,0.011302782,0.008394215,-2.57E-06,2.41E-05,2.38E-05
2015-03-25,0.031356357,0.011771669,0.007949745,-2.31E-06,2.25E-05,2.12E-05
2015-03-26,0.030347823,0.011518516,0.009688829,-3.35E-06,1.83E-05,2.57E-05
2015-03-27,0.02937466,0.011346096,0.009781972,-5.58E-06,1.56E-05,2.59E-05
2015-03-30,0.032327572,0.011044229,0.009275159,-3.46E-06,1.46E-05,2.39E-05
2015-03-31,0.031552542,0.012134972,0.008724449,-4.76E-06,1.32E-05,2.94E-05
2015-04-01,0.032193715,0.011795788,0.009589587,-5.06E-06,1.84E-05,3.09E-05
2015-04-02,0.031146951,0.011994508,0.009080989,7.84E-06,2.04E-05,3.04E-05
2015-04-08,0.031555902,0.011948776,0.008651108,5.49E-06,2.02E-05,2.87E-05
2015-04-09,0.035770706,0.014117982,0.00931885,-5.87E-05,3.25E-05,2.50E-05
2015-04-10,0.034600432,0.014649236,0.008786783,-5.39E-05,3.09E-05,2.73E-05
2015-04-13,0.033472749,0.014762631,0.008307265,-4.70E-05,3.06E-05,2.77E-05
2015-04-14,0.032393221,0.016012286,0.007914353,-4.27E-05,2.88E-05,2.91E-05
2015-04-15,0.031347954,0.016712393,0.00945224,-4.90E-05,2.76E-05,3.95E-05
2015-04-16,0.030331722,0.016577521,0.008952632,-3.43E-05,2.91E-05,3.78E-05
2015-04-17,0.029373313,0.016563017,0.010746492,-3.07E-05,3.23E-05,4.11E-05
2015-04-20,0.029709395,0.016606856,0.013628072,-2.72E-05,4.73E-05,5.49E-05
2015-04-21,0.028772681,0.017718911,0.012704628,-3.13E-05,4.48E-05,4.94E-05
2015-04-22,0.029345244,0.018174727,0.011958672,-3.88E-05,4.32E-05,4.73E-05
2015-04-23,0.028420679,0.017740736,0.011272386,-3.35E-05,4.01E-05,4.39E-05
2015-04-24,0.027526949,0.017747435,0.011730482,-3.58E-05,3.73E-05,4.69E-05
2015-04-27,0.027409923,0.016978856,0.011040962,-3.31E-05,3.47E-05,4.24E-05
2015-04-28,0.026742365,0.016950014,0.010323999,-3.16E-05,3.10E-05,4.21E-05
2015-04-29,0.025921453,0.016323794,0.012176483,-2.85E-05,3.50E-05,4.77E-05
2015-04-30,0.025122063,0.01608401,0.015959791,-2.88E-05,2.95E-05,6.30E-05
2015-05-04,0.024355471,0.016114846,0.014962636,-2.98E-05,2.73E-05,5.93E-05
2015-05-05,0.023870097,0.015494041,0.013968377,-2.73E-05,2.54E-05,5.35E-05
2015-05-06,0.023147106,0.016492524,0.016964604,-3.62E-05,1.90E-05,7.71E-05
2015-05-07,0.022456359,0.016127977,0.01578448,-3.40E-05,1.84E-05,7.00E-05
2015-05-08,0.024305382,0.016441291,0.014817678,-2.73E-05,1.95E-05,6.68E-05
2015-05-11,0.02357262,0.016574588,0.013669587,-2.32E-05,2.06E-05,6.66E-05
2015-05-12,0.023014922,0.016237568,0.013850561,-2.16E-05,2.13E-05,6.51E-05
2015-05-13,0.02232305,0.016447142,0.015177506,-2.55E-05,1.70E-05,7.46E-05
2015-05-14,0.021941669,0.016231741,0.015000888,-2.34E-05,1.76E-05,7.32E-05
2015-05-15,0.022036675,0.015902913,0.013932708,-2.12E-05,1.50E-05,6.51E-05
2015-05-18,0.021595509,0.015922044,0.014276175,-2.05E-05,1.61E-05,6.43E-05
2015-05-19,0.02125849,0.015607488,0.01335014,-1.86E-05,1.53E-05,5.86E-05
2015-05-20,0.023480347,0.015733277,0.012368898,-3.05E-05,2.40E-06,5.86E-05
2015-05-21,0.022769797,0.015183809,0.011628424,-2.60E-05,4.52E-06,5.33E-05
2015-05-22,0.022085341,0.014994084,0.010971257,-2.68E-05,5.40E-06,4.94E-05
2015-05-26,0.022654211,0.015255226,0.01076005,-3.18E-05,6.78E-06,4.79E-05
2015-05-27,0.024310654,0.01568391,0.011709708,-4.52E-05,1.40E-05,4.85E-05
2015-05-28,0.024220031,0.015432183,0.01091755,-4.22E-05,1.12E-05,4.22E-05
2015-05-29,0.023492088,0.017030015,0.011664019,-4.43E-05,1.18E-05,5.30E-05
2015-06-01,0.022775586,0.016625564,0.014639159,-4.30E-05,-4.28E-06,6.55E-05
2015-06-02,0.022195253,0.016469032,0.013704599,-4.05E-05,-2.92E-06,6.08E-05
2015-06-03,0.021535904,0.016174713,0.013400395,-3.91E-05,-2.78E-06,5.88E-05
2015-06-04,0.022917334,0.015853702,0.012544113,-3.66E-05,-4.30E-06,5.34E-05
2015-06-05,0.024327003,0.015204046,0.012958837,-3.60E-05,-7.31E-09,5.28E-05
2015-06-08,0.023589191,0.015492193,0.014199192,-3.86E-05,-3.28E-06,6.14E-05
2015-06-09,0.02412188,0.015424047,0.015114869,-4.13E-05,1.03E-06,6.19E-05
2015-06-10,0.023386254,0.015876584,0.014620287,-4.83E-05,3.24E-07,6.20E-05
2015-06-11,0.022682227,0.016290426,0.013538497,-5.18E-05,7.48E-06,5.28E-05
2015-06-12,0.022787616,0.015962611,0.012660975,-5.09E-05,6.70E-06,4.92E-05
2015-06-15,0.023087002,0.016001317,0.014067633,-5.33E-05,1.16E-05,5.02E-05
2015-06-16,0.022919291,0.01692975,0.01610192,-5.07E-05,1.63E-05,6.76E-05
2015-06-17,0.022237279,0.01788176,0.014996974,-5.30E-05,1.61E-05,6.38E-05
2015-06-18,0.021615572,0.017578027,0.015115001,-4.92E-05,1.66E-05,6.19E-05
2015-06-19,0.020980293,0.017486382,0.014093926,-4.76E-05,1.66E-05,5.64E-05
2015-06-22,0.021391095,0.017068709,0.013208711,-4.47E-05,1.62E-05,5.17E-05
2015-06-23,0.020766647,0.016931898,0.012101097,-4.13E-05,1.49E-05,5.14E-05
2015-06-24,0.020156986,0.016883212,0.011346935,-3.24E-05,1.66E-05,4.96E-05
2015-06-25,0.020461906,0.016363553,0.011333828,-3.17E-05,1.81E-05,4.78E-05
2015-06-26,0.020550926,0.016630569,0.010714158,-2.87E-05,1.76E-05,4.57E-05
2015-06-29,0.020014858,0.017671083,0.010125305,-2.77E-05,1.66E-05,4.39E-05
2015-06-30,0.021084272,0.018763218,0.018050001,-1.77E-05,5.30E-05,0.00010351
2015-07-02,0.020464231,0.018841433,0.018696454,-9.36E-06,4.92E-05,0.000102487
2015-07-03,0.019883573,0.018906851,0.018744263,-8.32E-06,4.84E-05,0.000104472
2015-07-06,0.021196794,0.018881506,0.018300434,-2.28E-06,5.24E-05,0.000102603
2015-07-07,0.024921774,0.019882128,0.020449224,2.77E-05,8.75E-05,0.000127901
2015-07-08,0.024421988,0.021014431,0.022136035,3.02E-05,9.36E-05,0.000153022
2015-07-09,0.024634066,0.023944296,0.020357538,4.58E-05,8.50E-05,0.000143554
2015-07-10,0.023884083,0.024017099,0.018633927,5.33E-05,8.23E-05,0.000138698
2015-07-13,0.023196762,0.024319896,0.017060518,5.16E-05,7.18E-05,0.000137514
2015-07-14,0.023244561,0.023600443,0.01575939,4.85E-05,6.38E-05,0.000124537
2015-07-15,0.022547631,0.023280322,0.014688266,4.29E-05,5.86E-05,0.000113328
2015-07-16,0.024234847,0.022928567,0.013721896,5.10E-05,5.59E-05,0.000103202
2015-07-17,0.024204961,0.022036944,0.012769793,4.83E-05,4.98E-05,9.25E-05
2015-07-20,0.023478967,0.021318157,0.01225607,4.53E-05,4.66E-05,8.56E-05
2015-07-21,0.023845578,0.020694124,0.011518736,4.60E-05,4.36E-05,7.76E-05
2015-07-22,0.02313094,0.020049527,0.012489089,4.38E-05,4.50E-05,7.97E-05
2015-07-23,0.024190863,0.019817292,0.01225798,4.92E-05,4.73E-05,7.76E-05
2015-07-24,0.024569138,0.019238966,0.011590004,4.64E-05,4.55E-05,7.11E-05
2015-07-27,0.024275933,0.019155091,0.012398665,4.67E-05,4.91E-05,7.70E-05
2015-07-28,0.024692294,0.020691677,0.015693116,5.98E-05,6.90E-05,0.000116885
2015-07-29,0.023943549,0.020030353,0.014573512,5.49E-05,6.41E-05,0.000103687
2015-07-30,0.023220759,0.019457837,0.013607125,5.36E-05,5.93E-05,9.43E-05
2015-07-31,0.022912597,0.019296203,0.012761903,5.32E-05,5.48E-05,8.70E-05
2015-08-03,0.024431933,0.018449179,0.011976144,5.36E-05,5.19E-05,7.78E-05
2015-08-04,0.026915606,0.018280911,0.011222725,6.47E-05,4.56E-05,7.02E-05
2015-08-05,0.026084118,0.017690367,0.011264051,6.15E-05,4.36E-05,6.76E-05
2015-08-06,0.026225714,0.017082779,0.010524539,5.85E-05,3.75E-05,6.09E-05
2015-08-07,0.026206255,0.016516045,0.010301404,5.67E-05,3.73E-05,5.77E-05
2015-08-10,0.026711186,0.016293419,0.011047851,5.30E-05,4.34E-05,5.88E-05
2015-08-11,0.025882966,0.015815238,0.010371961,5.14E-05,4.30E-05,5.39E-05
2015-08-12,0.028335736,0.015293077,0.012973474,5.49E-05,7.36E-05,6.45E-05
2015-08-13,0.027453479,0.015871009,0.018058197,5.25E-05,9.09E-05,0.000101539
2015-08-14,0.02845687,0.01532665,0.016720589,5.07E-05,8.34E-05,9.09E-05
2015-08-17,0.027569568,0.014803085,0.016631403,4.72E-05,7.97E-05,8.72E-05
2015-08-18,0.027801145,0.014731239,0.015494768,4.92E-05,7.45E-05,8.02E-05
2015-08-19,0.026934477,0.015206551,0.014586325,4.28E-05,6.77E-05,7.71E-05
2015-08-20,0.029412757,0.015296843,0.016604885,5.52E-05,9.73E-05,9.06E-05
2015-08-21,0.028488474,0.016055455,0.018975264,5.16E-05,0.000102916,0.000114251
2015-08-24,0.028833703,0.016601926,0.022684826,5.89E-05,0.00013184,0.00014801
2015-08-25,0.032221889,0.019719618,0.029927432,0.000132372,0.000245434,0.00026786
2015-08-26,0.031182752,0.019364504,0.026975864,0.000120025,0.000226019,0.000226936
2015-08-27,0.031520826,0.019023593,0.026857592,0.000120332,0.00022961,0.000222182
2015-08-28,0.030482027,0.020120712,0.024359102,0.000174563,0.000225587,0.000221775
2015-08-31,0.029497495,0.01987664,0.022398814,0.000150615,0.00019519,0.000200001
2015-09-01,0.028541424,0.019019502,0.021402463,0.000129019,0.000163677,0.000182174
2015-09-02,0.033904482,0.019981419,0.023570543,0.000185726,0.000233638,0.000215971
2015-09-04,0.032803372,0.020035794,0.021687582,0.00017396,0.000207578,0.000196916
2015-09-07,0.032841452,0.019963474,0.024277595,0.000174126,0.000234828,0.000221538
2015-09-08,0.033440194,0.019474976,0.022296985,0.00017313,0.000216663,0.00019692
2015-09-09,0.032353868,0.020322925,0.020492305,0.000182519,0.000194534,0.000188223
2015-09-10,0.034285933,0.021604151,0.018883236,0.000166048,0.000181594,0.000183285
2015-09-11,0.033162189,0.021763157,0.019762827,0.000148883,0.00017266,0.000194759
2015-09-14,0.034197545,0.021103935,0.01982346,0.000149534,0.000181004,0.000189093
2015-09-15,0.034115303,0.020137913,0.018921371,0.000141199,0.000172359,0.000171451
2015-09-16,0.033007785,0.019356276,0.017486826,0.000129918,0.000154951,0.00015102
2015-09-17,0.031927644,0.019314573,0.016171233,0.000135981,0.000144717,0.00014078
2015-09-18,0.031273076,0.018663602,0.015086379,0.000127417,0.000131708,0.000126402
2015-09-21,0.033934693,0.018071612,0.019132097,0.000126902,0.000199465,0.000146632
2015-09-22,0.032822995,0.018045578,0.017686337,0.0001125,0.000180164,0.000132722
2015-09-23,0.033107082,0.017631403,0.022049011,0.000111485,0.000229525,0.000160523
2015-09-24,0.034251675,0.018523771,0.020348688,0.000129342,0.000216617,0.000152153
2015-09-25,0.033140169,0.018323961,0.021817641,0.000121285,0.000219282,0.000162578
2015-09-29,0.032069149,0.017672505,0.019911768,0.000113217,0.000196549,0.000142182
2015-09-30,0.031039492,0.018735318,0.018897338,0.00010525,0.000178619,0.000141128
2015-10-02,0.030255568,0.018661549,0.017361864,0.000100238,0.000156725,0.000132119
2015-10-05,0.029295697,0.019061534,0.01611797,0.000104044,0.000141313,0.000125104
2015-10-06,0.028373188,0.019025635,0.01478956,0.000103401,0.000127803,0.000118357
2015-10-07,0.027473746,0.018344997,0.013776539,9.68E-05,0.00011788,0.000106152
2015-10-08,0.027709999,0.019508974,0.012918145,8.91E-05,0.000110392,0.000102306
2015-10-09,0.026841037,0.019236461,0.012216615,7.90E-05,9.94E-05,9.50E-05
2015-10-12,0.026015419,0.018822064,0.011455627,7.50E-05,9.02E-05,8.76E-05
2015-10-13,0.029233147,0.018476476,0.010954639,7.06E-05,9.46E-05,8.16E-05
2015-10-14,0.028984665,0.018221308,0.011582973,6.99E-05,9.95E-05,8.55E-05
2015-10-15,0.028082612,0.018003943,0.012342556,6.66E-05,0.000101783,9.05E-05
2015-10-16,0.027595844,0.018069685,0.011515386,6.34E-05,9.09E-05,8.69E-05
2015-10-19,0.026736528,0.017577564,0.01081547,6.13E-05,8.39E-05,7.96E-05
2015-10-20,0.028108059,0.016987041,0.010223603,5.96E-05,8.14E-05,7.25E-05
2015-10-22,0.02775747,0.016469694,0.010441886,5.73E-05,8.22E-05,7.17E-05
2015-10-23,0.026897446,0.016039917,0.009703737,5.36E-05,7.21E-05,6.04E-05
2015-10-26,0.027336781,0.015897233,0.009051305,5.01E-05,6.05E-05,5.72E-05
2015-10-27,0.027506846,0.01523153,0.00910791,4.81E-05,6.16E-05,5.49E-05
2015-10-28,0.027964619,0.014783873,0.010217837,4.81E-05,7.22E-05,5.96E-05
2015-10-29,0.027075465,0.015069854,0.009600101,3.14E-05,7.23E-05,5.35E-05
2015-10-30,0.026241574,0.015132005,0.009456228,3.01E-05,6.86E-05,5.29E-05
2015-11-02,0.025435686,0.014752575,0.008985177,2.78E-05,6.31E-05,4.88E-05
2015-11-03,0.025355659,0.015068138,0.008525654,3.04E-05,5.87E-05,4.57E-05
2015-11-04,0.024573157,0.014602428,0.0081218,3.04E-05,5.43E-05,4.22E-05
2015-11-05,0.026357675,0.015134765,0.007915676,1.81E-05,5.64E-05,4.10E-05
2015-11-06,0.027363348,0.014713957,0.007558829,1.66E-05,5.45E-05,3.81E-05
2015-11-09,0.028012377,0.014462465,0.007200062,1.88E-05,5.08E-05,3.49E-05
2015-11-10,0.027821319,0.014158258,0.009358287,1.93E-05,6.59E-05,4.44E-05
2015-11-11,0.026957536,0.014714657,0.008890125,1.72E-05,6.07E-05,4.26E-05
2015-11-12,0.028317066,0.01451768,0.00842254,2.11E-05,5.66E-05,3.89E-05
2015-11-13,0.02950422,0.014577066,0.011044133,1.52E-05,8.39E-05,4.36E-05
2015-11-16,0.030384049,0.015339684,0.011657807,2.53E-05,9.32E-05,5.05E-05
2015-11-17,0.029416871,0.015928809,0.011005612,1.76E-05,8.47E-05,4.87E-05
2015-11-18,0.030413265,0.015631072,0.010203688,1.44E-05,6.77E-05,4.58E-05
2015-11-19,0.029453064,0.01508467,0.010550319,1.39E-05,6.74E-05,4.58E-05
2015-11-20,0.028882707,0.015014789,0.009959128,1.30E-05,6.19E-05,4.37E-05
2015-11-23,0.028226123,0.014821576,0.009449494,1.24E-05,5.73E-05,4.10E-05
2015-11-24,0.027337764,0.014638618,0.009293202,8.39E-06,5.29E-05,4.00E-05
2015-11-25,0.026485337,0.014470909,0.010471734,5.38E-06,5.21E-05,4.54E-05
2015-11-26,0.025673055,0.014054211,0.009804504,5.37E-06,4.75E-05,4.00E-05
2015-11-27,0.025644405,0.013607377,0.009231684,6.02E-06,4.28E-05,3.58E-05
2015-11-30,0.026402449,0.014639422,0.009194222,1.62E-05,4.46E-05,3.85E-05
2015-12-01,0.025672069,0.014440044,0.008715848,1.60E-05,4.11E-05,3.54E-05
2015-12-02,0.024889791,0.014509114,0.009496423,1.71E-05,4.26E-05,3.62E-05
2015-12-03,0.027709548,0.014329592,0.009497544,1.04E-05,4.87E-05,3.52E-05
2015-12-04,0.026842518,0.014125554,0.016081654,7.36E-06,4.71E-05,5.88E-05
2015-12-07,0.028053121,0.014501326,0.01555551,1.55E-05,4.93E-05,5.88E-05
2015-12-08,0.031772008,0.014133121,0.014471612,2.09E-05,4.31E-05,5.28E-05
2015-12-09,0.031005948,0.014422635,0.01649121,2.18E-05,4.92E-05,6.49E-05
2015-12-10,0.030688153,0.014479782,0.016275189,2.35E-05,4.96E-05,6.51E-05
2015-12-11,0.030490579,0.014580447,0.015502948,2.57E-05,4.79E-05,6.26E-05
2015-12-14,0.031866939,0.014909626,0.017694727,3.55E-05,6.79E-05,7.70E-05
2015-12-15,0.030844604,0.014315449,0.019536664,3.33E-05,6.62E-05,8.08E-05
2015-12-16,0.029858302,0.013844917,0.017863075,3.24E-05,7.01E-05,7.15E-05
2015-12-17,0.032723277,0.014154826,0.016604107,1.69E-05,6.93E-05,6.72E-05
2015-12-18,0.032846247,0.014127467,0.01534166,1.38E-05,6.03E-05,6.44E-05
2015-12-21,0.03222981,0.013760106,0.016448483,1.41E-05,6.51E-05,6.77E-05
2015-12-22,0.031200291,0.013683076,0.017559099,1.41E-05,6.74E-05,6.84E-05
2015-12-23,0.030196145,0.013237437,0.016340809,1.23E-05,6.07E-05,6.17E-05
2015-12-24,0.029231466,0.013355992,0.015072477,2.16E-05,6.47E-05,6.10E-05
2015-12-28,0.028311332,0.013110024,0.014198533,2.26E-05,5.91E-05,5.62E-05
2015-12-29,0.030006906,0.013616211,0.014581231,3.46E-05,6.85E-05,6.13E-05
2015-12-30,0.029052628,0.013083461,0.013522068,3.20E-05,6.77E-05,5.40E-05
2015-12-31,0.030690787,0.013383428,0.013882693,4.20E-05,7.70E-05,5.78E-05
2016-01-04,0.029716345,0.012853528,0.01394353,3.90E-05,7.38E-05,5.57E-05
2016-01-05,0.029315502,0.014704818,0.018417814,4.59E-05,9.74E-05,0.000101035
2016-01-06,0.029992505,0.014677224,0.017081587,4.98E-05,9.09E-05,9.24E-05
2016-01-07,0.033404919,0.014637173,0.01772883,6.27E-05,0.000113703,9.66E-05
2016-01-08,0.033849609,0.016759534,0.019141801,8.29E-05,0.000129151,0.000123904
2016-01-11,0.032972281,0.016453405,0.020256981,7.83E-05,0.000133304,0.000124872
2016-01-12,0.036003946,0.018196347,0.019036469,0.000124448,0.000135717,0.000125693
2016-01-13,0.037139282,0.017849972,0.017572701,0.000127853,0.000122819,0.000111893
2016-01-14,0.035917097,0.017312424,0.01633481,0.000119189,0.000110665,0.000100836
2016-01-15,0.034735225,0.016801902,0.017673666,0.000109222,0.000108574,0.000105954
2016-01-18,0.038037692,0.017713968,0.02014444,0.000146187,0.000156705,0.000133956
2016-01-19,0.03677705,0.017677009,0.019488042,0.000137744,0.000145713,0.000129507
2016-01-20,0.039564421,0.01814041,0.017952898,0.000120901,0.000129499,0.000125379
2016-01-21,0.043468372,0.020080018,0.022033898,0.000187148,0.000210982,0.000185879
2016-01-22,0.041952272,0.020519146,0.020180079,0.000139093,0.000206446,0.000164665
2016-01-25,0.040505589,0.02099043,0.018482095,0.000169907,0.000204127,0.000160791
2016-01-26,0.043568846,0.020331487,0.018197715,0.00016704,0.000218404,0.000151794
2016-01-27,0.042075702,0.021495098,0.016836069,0.000148931,0.000197953,0.000140291
2016-01-28,0.040646573,0.020793008,0.015666779,0.000140715,0.000178042,0.000126164
2016-01-29,0.03927459,0.020157982,0.017946755,0.00013367,0.000183535,0.000134983
2016-02-01,0.037963535,0.020313437,0.01651983,0.000132332,0.000164462,0.000129606
2016-02-02,0.041312881,0.02007312,0.016567391,0.000149048,0.000182993,0.000128915
2016-02-03,0.044139789,0.019778429,0.019052125,0.000162228,0.000240145,0.000147264
2016-02-04,0.042607749,0.020392867,0.020518946,0.000128543,0.000219545,0.000167471
2016-02-05,0.042429345,0.020036622,0.018970769,0.000121483,0.000200799,0.000151709
2016-02-11,0.042930136,0.019508491,0.018908341,0.000115338,0.000204576,0.000145079
2016-02-12,0.044893335,0.021755328,0.023992228,0.000161606,0.000293031,0.000227009
2016-02-15,0.043315186,0.021925028,0.021868196,0.000117246,0.000283351,0.000197453
2016-02-16,0.041826753,0.022887783,0.019979006,0.000144853,0.000261345,0.000197002
2016-02-17,0.044303287,0.022625165,0.019145059,0.000135234,0.000264705,0.000183782
2016-02-18,0.042773347,0.022275269,0.01755484,0.000118209,0.000245753,0.0001585
2016-02-19,0.041324333,0.022438391,0.016463248,0.000114989,0.000221595,0.000147282
2016-02-22,0.042691161,0.021751334,0.016580246,0.000117463,0.000232255,0.000143788
2016-02-23,0.041224562,0.021250069,0.015292838,0.00011881,0.000217118,0.000130823
2016-02-24,0.039835054,0.02061495,0.016737567,0.000109936,0.000223565,0.000138806
2016-02-25,0.038502716,0.020453849,0.019262667,0.00010323,0.00024064,0.000160338
2016-02-26,0.037216557,0.020937711,0.017713043,9.15E-05,0.000217668,0.000141638
2016-02-29,0.036612204,0.020791884,0.016341607,8.64E-05,0.000193149,0.00013235
2016-03-01,0.035400759,0.020702075,0.015204923,7.66E-05,0.000174196,0.000120662
2016-03-02,0.034240771,0.020511307,0.014089867,7.78E-05,0.000157933,0.000113078
2016-03-03,0.033130446,0.02113717,0.013149447,7.98E-05,0.000142375,0.000110089
2016-03-04,0.032228736,0.020206384,0.012807847,7.41E-05,0.000134284,0.000102102
2016-03-07,0.031185368,0.020077284,0.011990897,8.03E-05,0.000123674,9.60E-05
2016-03-08,0.030176483,0.019460928,0.012102323,7.90E-05,0.000113091,9.28E-05
2016-03-09,0.032040068,0.019418166,0.01235125,8.99E-05,0.000124168,9.50E-05
2016-03-10,0.031000414,0.018979819,0.011602946,7.83E-05,0.000113504,8.63E-05
2016-03-11,0.030865277,0.018272122,0.013339095,7.52E-05,0.000130369,9.46E-05
2016-03-14,0.029882196,0.018135327,0.012265195,7.55E-05,0.000117325,8.89E-05
2016-03-15,0.03154519,0.01791517,0.011515224,7.01E-05,0.000111668,8.28E-05
2016-03-16,0.032218199,0.017679855,0.012087126,7.32E-05,0.000121111,8.62E-05
2016-03-17,0.031168329,0.01713949,0.011640719,6.36E-05,0.000108437,8.03E-05
2016-03-18,0.03016364,0.017366397,0.01191406,7.53E-05,0.000101205,7.94E-05
2016-03-21,0.030606998,0.017104204,0.011199171,7.13E-05,9.44E-05,7.39E-05
2016-03-22,0.029635807,0.016554724,0.011116861,6.73E-05,8.96E-05,7.05E-05
